USAF,WBAN,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW,MW,MW,AW,AW,AW,AW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
725053,94728,201309060459.00,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,80,***,*****,*****,0,*****,0
725053,94728,201309060551.00,990,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,61,43,1022,30.21,1017.2,71,61,0,*****,*****,*****,**
725053,94728,201309060651.00,990,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,60,42,1022.1,30.21,1017.2,***,***,0,*****,*****,*****,**
725053,94728,201309060751.00,990,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,58,42,1022.3,30.22,1017.6,***,***,0,*****,*****,*****,**
725053,94728,201309060851.00,10,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,58,42,1022.7,30.23,1017.9,***,***,0,*****,*****,*****,**
725053,94728,201309060951.00,990,7,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,58,39,1023.2,30.24,1018.2,***,***,0,*****,*****,*****,**
725053,94728,201309061051.00,990,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,58,41,1023.6,30.25,1018.6,***,***,0,*****,*****,*****,**
725053,94728,201309061151.00,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,59,43,1024.1,30.27,1019.2,61,57,0,*****,*****,*****,**
725053,94728,201309061251.00,990,8,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,60,39,1024.6,30.28,1019.6,***,***,0,*****,*****,*****,**
725053,94728,201309061351.00,***,***,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,63,40,1024.5,30.28,1019.6,***,***,0,*****,*****,*****,**
725053,94728,201309061451.00,990,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,65,39,1024.5,30.28,1019.6,***,***,0,*****,*****,*****,**
725053,94728,201309061551.00,320,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,68,39,1024.5,30.28,1019.6,***,***,0,*****,*****,*****,**
725053,94728,201309061651.00,990,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,70,39,1023.9,30.26,1018.9,***,***,0,*****,*****,*****,**
725053,94728,201309061751.00,330,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,71,39,1023.5,30.25,1018.6,71,59,0,*****,*****,*****,**
725053,94728,201309061851.00,240,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,70,36,1022.6,30.23,1017.9,***,***,0,*****,*****,*****,**
725053,94728,201309061951.00,990,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,71,36,1021.7,30.2,1016.9,***,***,0,*****,*****,*****,**
725053,94728,201309062051.00,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,70,37,1021.3,30.19,1016.6,***,***,0,*****,*****,*****,**
725053,94728,201309062151.00,990,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,69,39,1021.1,30.18,1016.2,***,***,0,*****,*****,*****,**
725053,94728,201309062251.00,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,66,42,1021,30.18,1016.2,***,***,0,*****,*****,*****,**
725053,94728,201309062351.00,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,66,41,1021.3,30.19,1016.6,72,65,0,*****,*****,*****,**
725053,94728,201309070051.00,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,64,44,1021.4,30.19,1016.6,***,***,0,*****,*****,*****,**
725053,94728,201309070151.00,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,63,45,1021,30.18,1016.2,***,***,0,*****,*****,*****,**
725053,94728,201309070251.00,990,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,63,47,1020.9,30.17,1015.9,***,***,0,*****,*****,*****,**
725053,94728,201309070351.00,240,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,62,47,1020.5,30.16,1015.5,***,***,0,*****,*****,*****,**
725053,94728,201309070451.00,990,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,63,45,1020.4,30.16,1015.5,72,57,0,*****,*****,*****,**
725053,94728,201309070459.00,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,72,***,*****,*****,0,*****,0
725053,94728,201309070551.00,270,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,61,45,1020.3,30.16,1015.5,66,61,0,*****,*****,*****,**
725053,94728,201309070651.00,990,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,61,44,1020.4,30.16,1015.5,***,***,0,*****,*****,*****,**
725053,94728,201309070751.00,250,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,60,46,1020,30.15,1015.2,***,***,0,*****,*****,*****,**
725053,94728,201309070851.00,990,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,60,47,1020,30.15,1015.2,***,***,0,*****,*****,*****,**
725053,94728,201309070951.00,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,59,48,1019.7,30.14,1014.9,***,***,0,*****,*****,*****,**
725053,94728,201309071051.00,990,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,60,48,1019.5,30.13,1014.5,***,***,0,*****,*****,*****,**
725053,94728,201309071151.00,280,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,62,48,1019.4,30.13,1014.5,62,59,0,*****,*****,*****,**
725053,94728,201309071251.00,990,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,64,46,1019.2,30.12,1014.2,***,***,0,*****,*****,*****,**
725053,94728,201309071351.00,260,7,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,67,45,1019,30.12,1014.2,***,***,0,*****,*****,*****,**
725053,94728,201309071451.00,260,7,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,71,43,1018.8,30.11,1013.9,***,***,0,*****,*****,*****,**
725053,94728,201309071551.00,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,75,42,1018.3,30.1,1013.5,***,***,0,*****,*****,*****,**
725053,94728,201309071651.00,990,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,78,43,1016.9,30.06,1012.2,***,***,0,*****,*****,*****,**
725053,94728,201309071751.00,990,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,79,42,1015.8,30.03,1011.2,79,62,0,*****,*****,*****,**
725053,94728,201309071851.00,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,79,44,1014.8,29.99,1009.8,***,***,0,*****,*****,*****,**
725053,94728,201309071951.00,990,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,79,43,1014.6,29.99,1009.8,***,***,0,*****,*****,*****,**
725053,94728,201309072051.00,270,5,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,78,45,1014,29.97,1009.1,***,***,0,*****,*****,*****,**
725053,94728,201309072151.00,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,76,49,1014,29.97,1009.1,***,***,0,*****,*****,*****,**
725053,94728,201309072251.00,990,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,73,52,1013.5,29.96,1008.8,***,***,0,*****,*****,*****,**
725053,94728,201309072351.00,170,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,71,53,1013.7,29.96,1008.8,80,71,0,*****,*****,*****,**
725053,94728,201309080051.00,***,0,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,73,51,1013.5,29.96,1008.8,***,***,0,*****,*****,*****,**
725053,94728,201309080151.00,240,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,73,49,1013.4,29.95,1008.5,***,***,0,*****,*****,*****,**
725053,94728,201309080251.00,990,3,***,110,***,*,*,*,10,**,**,**,**,**,**,**,**,*,72,50,1013.1,29.94,1008.1,***,***,0,*****,*****,*****,**
725053,94728,201309080351.00,990,3,***,120,***,*,*,*,10,**,**,**,**,**,**,**,**,*,72,50,1012.6,29.93,1007.8,***,***,0,*****,*****,*****,**
725053,94728,201309080451.00,990,5,***,120,***,*,*,*,10,**,**,**,**,**,**,**,**,*,71,51,1012.4,29.93,1007.8,80,59,0,*****,*****,*****,**
725053,94728,201309080459.00,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,80,***,*****,*****,0,*****,0
725053,94728,201309080551.00,***,***,***,100,***,*,*,*,10,**,**,**,**,**,**,**,**,*,71,52,1012,29.91,1007.1,***,***,0,*****,*****,*****,**
725053,94728,201309080651.00,250,6,***,100,***,*,*,*,10,**,**,**,**,**,**,**,**,*,69,54,1011.7,29.91,1007.1,***,***,0,T*****,*****,*****,**
725053,94728,201309080751.00,990,6,***,90,***,*,*,*,10,**,**,**,**,**,**,**,**,*,69,55,1011,29.89,1006.4,***,***,0,*****,*****,*****,**
725053,94728,201309080851.00,990,3,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,68,54,1010.5,29.87,1005.8,***,***,0,*****,*****,0,T**
725053,94728,201309080951.00,990,3,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,68,55,1010.3,29.86,1005.4,***,***,0,*****,*****,*****,**
725053,94728,201309081051.00,990,5,***,110,***,*,*,*,10,**,**,**,**,**,**,**,**,*,68,55,1010.3,29.86,1005.4,***,***,0,*****,*****,*****,**
725053,94728,201309081151.00,990,6,***,65,***,*,*,*,10,**,**,**,**,**,**,**,**,*,69,55,1010.7,29.87,1005.8,71,68,0,0,T*****,*****,**
725053,94728,201309081251.00,990,3,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,70,56,1010.3,29.86,1005.4,***,***,0,*****,*****,*****,**
725053,94728,201309081351.00,***,***,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,73,58,1010.7,29.87,1005.8,***,***,0,*****,*****,*****,**
725053,94728,201309081451.00,990,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,76,59,1010,29.86,1005.4,***,***,0,*****,*****,*****,**
725053,94728,201309081551.00,300,7,16,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,81,61,1009.9,29.85,1005.1,***,***,0,*****,*****,*****,**
725053,94728,201309081651.00,990,5,***,40,***,*,*,*,10,**,**,**,**,**,**,**,**,*,81,60,1010.1,29.86,1005.4,***,***,0,*****,*****,*****,**
725053,94728,201309081751.00,990,5,***,47,***,*,*,*,10,**,**,**,**,**,**,**,**,*,80,59,1010.2,29.86,1005.4,81,69,0,*****,*****,*****,**
725053,94728,201309081851.00,990,9,22,60,***,*,*,*,10,**,**,**,**,**,**,**,**,*,80,55,1010.5,29.87,1005.8,***,***,0,*****,*****,*****,**
725053,94728,201309081951.00,360,9,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,80,54,1010.9,29.88,1006.1,***,***,0,*****,*****,*****,**
725053,94728,201309082051.00,990,8,20,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,79,51,1011.3,29.9,1006.8,***,***,0,*****,*****,*****,**
725053,94728,201309082151.00,990,8,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,78,43,1012.6,29.93,1007.8,***,***,0,*****,*****,*****,**
725053,94728,201309082251.00,990,6,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,75,40,1013.7,29.96,1008.8,***,***,0,*****,*****,*****,**
725053,94728,201309082351.00,990,3,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,73,41,1014.9,30,1010.1,83,73,0,*****,*****,*****,**
725053,94728,201309090051.00,50,11,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,70,45,1016.4,30.04,1011.5,***,***,0,*****,*****,*****,**
725053,94728,201309090151.00,990,5,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,68,44,1017.3,30.07,1012.5,***,***,0,*****,*****,*****,**
725053,94728,201309090251.00,990,7,***,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,66,45,1018.3,30.1,1013.5,***,***,0,*****,*****,*****,**
725053,94728,201309090351.00,990,10,17,722,CLR,*,*,*,10,**,**,**,**,**,**,**,**,*,65,44,1018.8,30.11,1013.9,***,***,0,*****,*****,*****,**
725053,94728,201309090451.00,990,9,18,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,64,40,1019.1,30.12,1014.2,***,***,0,*****,*****,*****,**
725053,94728,201309090459.00,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,83,***,*****,*****,0,T*****,0
725053,94728,201309090551.00,990,8,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,62,40,1019.8,30.14,1014.9,***,***,0,*****,*****,*****,**
725053,94728,201309090651.00,40,6,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,60,42,1019.9,30.15,1015.2,***,***,0,*****,*****,*****,**
725053,94728,201309090751.00,70,3,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,59,43,1020.8,30.17,1015.9,***,***,0,*****,*****,*****,**
725053,94728,201309090851.00,70,5,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,57,44,1021.5,30.19,1016.6,***,***,0,*****,*****,*****,**
725053,94728,201309090951.00,***,0,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,58,44,1022.5,30.22,1017.6,***,***,0,*****,*****,*****,**
725053,94728,201309091051.00,30,6,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,57,44,1023.2,30.24,1018.2,***,***,0,*****,*****,*****,**
725053,94728,201309091151.00,80,5,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,60,46,1023.8,30.26,1018.9,***,***,0,*****,*****,*****,**
725053,94728,201309091251.00,50,8,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,62,46,1023.8,30.26,1018.9,***,***,0,*****,*****,*****,**
725053,94728,201309091351.00,990,3,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,64,46,1024.2,30.27,1019.2,***,***,0,*****,*****,*****,**
725053,94728,201309091451.00,90,6,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,67,45,1024.2,30.27,1019.2,***,***,0,*****,*****,*****,**
725053,94728,201309091551.00,***,0,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,71,41,1023.9,30.26,1018.9,***,***,0,*****,*****,*****,**
725053,94728,201309091651.00,990,3,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,72,42,1023.1,30.24,1018.2,***,***,0,*****,*****,*****,**
725053,94728,201309091751.00,***,***,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,71,47,1022.9,30.23,1017.9,***,***,0,*****,*****,*****,**
725053,94728,201309091851.00,990,7,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,69,50,1022.7,30.23,1017.9,***,***,0,*****,*****,*****,**
725053,94728,201309091951.00,990,5,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,71,51,1022.6,30.23,1017.9,***,***,0,*****,*****,*****,**
725053,94728,201309092051.00,990,5,16,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,71,50,1022.2,30.21,1017.2,***,***,0,*****,*****,*****,**
725053,94728,201309092151.00,170,6,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,69,50,1022,30.21,1017.2,***,***,0,*****,*****,*****,**
725053,94728,201309092251.00,***,***,***,49,***,*,*,*,10,**,**,**,**,**,**,**,**,*,67,51,1021.9,30.2,1016.9,***,***,0,*****,*****,*****,**
725053,94728,201309092351.00,170,7,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,67,53,1021.6,30.19,1016.6,***,***,0,*****,*****,*****,**
725053,94728,201309100051.00,***,0,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,67,55,1022,30.21,1017.2,***,***,0,*****,*****,*****,**
725053,94728,201309100151.00,***,0,***,39,***,*,*,*,10,**,**,**,**,**,**,**,**,*,68,56,1021.6,30.2,1016.9,***,***,0,*****,*****,*****,**
725053,94728,201309100251.00,990,5,***,722,***,*,*,*,10,**,**,**,**,**,**,**,**,*,68,57,1021.5,30.19,1016.6,***,***,0,*****,*****,*****,**
725053,94728,201309100351.00,990,3,***,45,***,*,*,*,10,**,**,**,**,**,**,**,**,*,69,58,1021.5,30.19,1016.6,***,***,0,*****,*****,*****,**
725053,94728,201309100451.00,990,3,***,36,***,*,*,*,10,**,**,**,**,**,**,**,**,*,69,58,1021.2,30.18,1016.2,73,57,0,*****,*****,*****,**
725053,94728,201309100459.00,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,73,***,*****,*****,0,*****,0
725053,94728,201309100549.00,***,***,***,29,***,*,*,*,10,**,**,**,**,**,**,**,**,*,70,59,******,30.18,1016.2,***,***,*****,*****,*****,*****,**
725053,94728,201309100551.00,***,***,***,29,***,*,*,*,10,**,**,**,**,**,**,**,**,*,69,59,1021.1,30.18,1016.2,***,***,0,*****,*****,*****,**
725053,94728,201309100642.00,990,3,***,33,***,*,*,*,10,**,**,**,**,**,**,**,**,*,69,60,******,30.17,1015.9,***,***,*****,*****,*****,*****,**
725053,94728,201309100651.00,990,5,***,32,***,*,*,*,10,**,**,**,**,**,**,**,**,*,69,60,1020.8,30.17,1015.9,***,***,0,*****,*****,*****,**
725053,94728,201309100702.00,990,5,***,27,***,*,*,*,10,**,**,**,**,**,**,**,**,*,69,60,******,30.17,1015.9,***,***,*****,*****,*****,*****,**
725053,94728,201309100751.00,990,3,***,21,***,*,*,*,10,**,**,**,**,**,**,**,**,*,69,60,1020.6,30.17,1015.9,***,***,0,*****,*****,*****,**
725053,94728,201309100851.00,***,0,***,21,***,*,*,*,10,**,**,**,**,**,**,**,**,*,69,61,1020.6,30.17,1015.9,***,***,0,*****,*****,*****,**
725053,94728,201309100951.00,990,9,***,17,***,*,*,*,10,**,**,**,**,**,**,**,**,*,68,63,1020.7,30.17,1015.9,***,***,0.01,*****,*****,*****,**
725053,94728,201309101051.00,990,5,***,15,***,*,*,*,10,**,**,**,**,**,**,**,**,*,70,63,1020.9,30.18,1016.2,***,***,0,*****,*****,*****,**
725053,94728,201309101142.00,990,9,***,14,***,*,*,*,10,**,**,**,**,**,**,**,**,*,70,64,******,30.17,1015.9,***,***,*****,*****,*****,*****,**
725053,94728,201309101151.00,990,9,***,14,***,*,*,*,10,**,**,**,**,**,**,**,**,*,70,64,1020.7,30.17,1015.9,71,68,0,0.01,0.01,*****,**
725053,94728,201309101214.00,990,7,20,27,***,*,*,*,10,**,**,**,**,**,**,**,**,*,71,64,******,30.17,1015.9,***,***,*****,*****,*****,*****,**
725053,94728,201309101251.00,990,5,***,26,***,*,*,*,10,**,**,**,**,**,**,**,**,*,72,65,1021.1,30.18,1016.2,***,***,0,*****,*****,*****,**
725053,94728,201309101351.00,990,3,***,26,***,*,*,*,9.1,**,**,**,**,**,**,**,**,*,74,65,1021.5,30.19,1016.6,***,***,0,*****,*****,*****,**
725053,94728,201309101412.00,***,***,***,722,***,*,*,*,9.1,**,**,**,**,**,**,**,**,*,76,66,******,30.17,1015.9,***,***,*****,*****,*****,*****,**
725053,94728,201309101425.00,***,0,***,18,***,*,*,*,9.1,**,**,**,**,**,**,**,**,*,77,66,******,30.18,1016.2,***,***,*****,*****,*****,*****,**
725053,94728,201309101451.00,***,***,***,19,***,*,*,*,9.1,**,**,**,**,**,**,**,**,*,77,66,1021.1,30.18,1016.2,***,***,0,*****,*****,*****,**
725053,94728,201309101543.00,990,7,***,722,***,*,*,*,8,**,**,**,**,**,**,**,**,*,78,67,******,30.17,1015.9,***,***,*****,*****,*****,*****,**
725053,94728,201309101551.00,990,5,***,722,***,*,*,*,8,**,**,**,**,**,**,**,**,*,77,66,1020.3,30.16,1015.5,***,***,0,*****,*****,*****,**
725053,94728,201309101642.00,***,0,***,23,***,*,*,*,8,**,**,**,**,**,**,**,**,*,80,67,******,30.15,1015.2,***,***,*****,*****,*****,*****,**
725053,94728,201309101651.00,990,6,***,23,***,*,*,*,7,**,**,**,**,**,**,**,**,*,79,67,1019.7,30.14,1014.9,***,***,0,*****,*****,*****,**
725053,94728,201309101708.00,990,3,***,722,***,*,*,*,7,**,**,**,**,**,**,**,**,*,80,67,******,30.14,1014.9,***,***,*****,*****,*****,*****,**
725053,94728,201309101751.00,250,13,20,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,81,68,1018.5,30.11,1013.9,83,70,0,*****,*****,*****,**
725053,94728,201309101851.00,990,8,20,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,85,68,1017.9,30.09,1013.2,***,***,0,*****,*****,*****,**
725053,94728,201309101951.00,990,6,***,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,86,69,1018,30.09,1013.2,***,***,0,*****,*****,*****,**
725053,94728,201309102051.00,250,7,***,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,86,70,1017.6,30.08,1012.8,***,***,0,*****,*****,*****,**
725053,94728,201309102151.00,990,6,***,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,85,70,1017.8,30.09,1013.2,***,***,0,*****,*****,*****,**
725053,94728,201309102251.00,240,3,***,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,84,70,1018.3,30.1,1013.5,***,***,0,*****,*****,*****,**
725053,94728,201309102351.00,250,5,***,722,CLR,*,*,*,8,**,**,**,**,**,**,**,**,*,83,70,1018.6,30.11,1013.9,87,81,0,*****,*****,*****,**
725053,94728,201309110051.00,990,6,***,722,CLR,*,*,*,8,**,**,**,**,**,**,**,**,*,82,70,1019,30.12,1014.2,***,***,0,*****,*****,*****,**
725053,94728,201309110151.00,990,5,***,722,CLR,*,*,*,8,**,**,**,**,**,**,**,**,*,82,70,1019,30.12,1014.2,***,***,0,*****,*****,*****,**
725053,94728,201309110251.00,220,7,***,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,81,71,1019.3,30.13,1014.5,***,***,0,*****,*****,*****,**
725053,94728,201309110351.00,230,6,***,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,80,71,1019.5,30.14,1014.9,***,***,0,*****,*****,*****,**
725053,94728,201309110451.00,990,6,***,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,79,70,1019.3,30.13,1014.5,87,68,0,*****,*****,*****,**
725053,94728,201309110459.00,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,87,***,*****,*****,0.01,*****,0
725053,94728,201309110551.00,990,5,***,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,79,70,1019.1,30.13,1014.5,83,79,0,*****,*****,*****,**
725053,94728,201309110651.00,990,7,***,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,79,70,1018.6,30.11,1013.9,***,***,0,*****,*****,*****,**
725053,94728,201309110751.00,250,7,***,722,CLR,*,*,*,6,5,**,**,**,5,**,**,**,*,78,70,1018.4,30.1,1013.5,***,***,0,*****,*****,*****,**
725053,94728,201309110851.00,***,0,***,722,CLR,*,*,*,6,5,**,**,**,5,**,**,**,*,78,70,1018.2,30.1,1013.5,***,***,0,*****,*****,*****,**
725053,94728,201309110951.00,240,5,***,722,CLR,*,*,*,6,5,**,**,**,5,**,**,**,*,77,70,1018.7,30.11,1013.9,***,***,0,*****,*****,*****,**
725053,94728,201309111051.00,240,8,***,722,CLR,*,*,*,4,5,**,**,**,5,**,**,**,*,77,70,1019.5,30.14,1014.9,***,***,0,*****,*****,*****,**
725053,94728,201309111151.00,***,0,***,722,CLR,*,*,*,4,5,**,**,**,5,**,**,**,*,78,71,1019.7,30.14,1014.9,80,77,0,*****,*****,*****,**
725053,94728,201309111251.00,990,3,***,722,CLR,*,*,*,4,5,**,**,**,5,**,**,**,*,80,71,1019.8,30.15,1015.2,***,***,0,*****,*****,*****,**
725053,94728,201309111351.00,990,3,***,722,CLR,*,*,*,5,5,**,**,**,5,**,**,**,*,83,71,1019.7,30.14,1014.9,***,***,0,*****,*****,*****,**
725053,94728,201309111451.00,990,3,***,722,CLR,*,*,*,5,5,**,**,**,5,**,**,**,*,88,72,1019.2,30.13,1014.5,***,***,0,*****,*****,*****,**
725053,94728,201309111551.00,250,5,***,722,CLR,*,*,*,5,5,**,**,**,5,**,**,**,*,91,72,1018.8,30.11,1013.9,***,***,0,*****,*****,*****,**
725053,94728,201309111651.00,260,5,***,722,CLR,*,*,*,6,5,**,**,**,5,**,**,**,*,94,72,1018.2,30.1,1013.5,***,***,0,*****,*****,*****,**
725053,94728,201309111751.00,990,5,***,722,CLR,*,*,*,6,5,**,**,**,5,**,**,**,*,94,73,1017.3,30.07,1012.5,95,78,0,*****,*****,*****,**
725053,94728,201309111851.00,990,8,***,722,***,*,*,*,6,5,**,**,**,5,**,**,**,*,94,73,1016.6,30.05,1011.8,***,***,0,*****,*****,*****,**
725053,94728,201309111951.00,***,0,***,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,93,72,1015.9,30.03,1011.2,***,***,0,*****,*****,*****,**
725053,94728,201309112051.00,***,***,***,722,***,*,*,*,7,**,**,**,**,**,**,**,**,*,92,72,1015.3,30.01,1010.5,***,***,0,*****,*****,*****,**
725053,94728,201309112151.00,990,5,***,722,***,*,*,*,7,**,**,**,**,**,**,**,**,*,89,71,1015.2,30.01,1010.5,***,***,0,*****,*****,*****,**
725053,94728,201309112251.00,990,3,***,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,89,70,1015.8,30.03,1011.2,***,***,0,*****,*****,*****,**
725053,94728,201309112351.00,990,3,***,44,***,*,*,*,8,**,**,**,**,**,**,**,**,*,88,70,1016.4,30.05,1011.8,96,87,0,*****,*****,*****,**
725053,94728,201309120051.00,***,***,***,722,***,*,*,*,8,**,**,**,**,**,**,**,**,*,86,70,1016.7,30.05,1011.8,***,***,0,*****,*****,*****,**
725053,94728,201309120151.00,220,7,***,722,CLR,*,*,*,9.1,**,**,**,**,**,**,**,**,*,85,70,1016.3,30.04,1011.5,***,***,0,*****,*****,*****,**
725053,94728,201309120251.00,990,5,***,722,***,*,*,*,8,**,**,**,**,**,**,**,**,*,84,70,1016.4,30.05,1011.8,***,***,0,*****,*****,*****,**
725053,94728,201309120351.00,990,6,***,722,CLR,*,*,*,8,**,**,**,**,**,**,**,**,*,82,70,1015.8,30.03,1011.2,***,***,0,*****,*****,*****,**
725053,94728,201309120451.00,230,6,***,722,CLR,*,*,*,8,**,**,**,**,**,**,**,**,*,82,70,1015,30,1010.1,96,77,0,*****,*****,*****,**
725053,94728,201309120459.00,***,***,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,****,****,******,*****,******,96,***,*****,*****,0,*****,0
725053,94728,201309120551.00,230,6,***,722,CLR,*,*,*,8,**,**,**,**,**,**,**,**,*,81,68,1014.2,29.98,1009.5,88,80,0,*****,*****,*****,**
725053,94728,201309120651.00,990,5,***,722,CLR,*,*,*,7,**,**,**,**,**,**,**,**,*,79,68,1014,29.98,1009.5,***,***,0,*****,*****,*****,**
725053,94728,201309120751.00,990,3,***,60,***,*,*,*,7,**,**,**,**,**,**,**,**,*,79,68,1013.9,29.97,1009.1,***,***,0,*****,*****,*****,**
